record_id,year,month,report_date,period_type,geo_level,location_name,region_id,region_name_vn,sector,commodity,sub_item,variety,processing_level,attribute,value,unit,data_type,comparison_type,comparison_value,base_period,base_value,source_file,appendix_number,appendix_title,table_index,row_number,extraction_method,extraction_confidence,notes,is_aggregated,has_missing_values,data_status
d1c30641-677c-4736-8762-4fe4254922a7,2011,1,2011-01-15,Seasonal,Provincial,Cả Nước,,,Cultivation,Lúa,Đông Xuân,,Raw,Area_Planted,1947.6,1000_ha,Actual,None,,,,2012_01_Phuluc_01_2012_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,2,LLM_Extraction,0.9,Original text: 1. Gieo cấy lúa đông xuân cả nước,False,False,Complete
59d218d7-50da-498d-8f81-fdca4c365b02,2011,1,2011-01-15,Monthly,National,Cả nước,,,Cultivation,Cây công nghiệp ngắn ngày,,,Raw,Area_Planted,132.9,1000_ha,Actual,None,,,,2012_01_Phuluc_01_2012_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,11,LLM_Extraction,0.9,Original text: 4. G.trồng cây công nghiệp ngắn ngày(),True,False,Complete
6b814e8e-c4e0-4621-a3d2-ec5e1eb03125,2011,1,2011-01-15,Monthly,National,Cả nước,,,Cultivation,Khoai lang,,,Raw,Area_Planted,55.7,1000_ha,Actual,None,,,,2012_01_Phuluc_01_2012_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,10,LLM_Extraction,0.9,Original text: - Khoai lang,True,False,Complete
cb385806-586a-4d99-9935-8541403516a0,2011,1,2011-01-15,Monthly,National,Cả nước,,,Cultivation,Lạc,,,Raw,Area_Planted,28.4,1000_ha,Actual,None,,,,2012_01_Phuluc_01_2012_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,13,LLM_Extraction,0.9,Original text: - Lạc,True,False,Complete
0ff25eab-1ff4-4fc7-9b61-d89396d40b45,2011,1,2011-01-15,Monthly,National,Cả nước,,,Cultivation,Màu lương thực,,,Raw,Area_Planted,264.7,1000_ha,Actual,None,,,,2012_01_Phuluc_01_2012_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,8,LLM_Extraction,0.9,Original text: 3. Gieo trồng màu lương thực(),True,False,Complete
1a0a8437-5da1-4c25-887f-d332ecd87d85,2011,1,2011-01-15,Monthly,National,Cả nước,,,Cultivation,Rau đậu,,,Raw,Area_Planted,253.6,1000_ha,Actual,None,,,,2012_01_Phuluc_01_2012_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,14,LLM_Extraction,0.9,"Original text: 5. Gieo trồng rau, đậu các loại()",True,False,Complete
77d24b2a-e385-4863-8204-b16bee26fca2,2011,1,2011-01-15,Seasonal,Regional,Miền Nam,,,Cultivation,Lúa,Mùa,,Raw,Area_Harvested,604.9,1000_ha,Actual,None,,,,2012_01_Phuluc_01_2012_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,6,LLM_Extraction,0.9,Original text: 2. Thu hoạch lúa mùa miền Nam,True,False,Complete
75efdafe-83b6-4b82-b4f3-ae28365873ed,2011,2,2011-02-15,Seasonal,Provincial,Cả Nước,,,Cultivation,Lúa,Đông Xuân,,Raw,Area_Planted,2580.7,1000_ha,Actual,None,,,,2012_02_Phuluc_02_2012_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,2,LLM_Extraction,0.9,Original text: 1. Gieo cấy lúa đông xuân cả nước,False,False,Complete
7333e568-e576-488d-b596-cf4cd4ad43b1,2011,2,2011-02-15,Monthly,National,Cả nước,,,Cultivation,Cây công nghiệp ngắn ngày,,,Raw,Area_Planted,263.7,1000_ha,Actual,None,,,,2012_02_Phuluc_02_2012_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,14,LLM_Extraction,0.9,Original text: 4. Gieo trồng cây công nghiệp ngắn ngày(),True,False,Complete
25eddd18-c4a2-426c-b9ec-66d4208ed44e,2011,2,2011-02-15,Monthly,National,Cả nước,,,Cultivation,Khoai lang,,,Raw,Area_Planted,63.8,1000_ha,Actual,None,,,,2012_02_Phuluc_02_2012_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,12,LLM_Extraction,0.9,Original text: - Khoai lang,True,False,Complete
