record_id,year,month,report_date,period_type,geo_level,location_name,region_id,region_name_vn,sector,commodity,sub_item,variety,processing_level,attribute,value,unit,data_type,comparison_type,comparison_value,base_period,base_value,source_file,appendix_number,appendix_title,table_index,row_number,extraction_method,extraction_confidence,notes,is_aggregated,has_missing_values,data_status
d369a0bc-07f0-42d3-8141-f8ea741675c0,2012,1,2012-01-15,Seasonal,Provincial,Cả Nước,,,Cultivation,Lúa,Đông Xuân,,Raw,Area_Planted,1942.5,1000_ha,Actual,None,,,,2013_01_Phuluc_01_2013_f_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,2,LLM_Extraction,0.9,Original text: 1. Gieo cấy lúa đông xuân cả nước,False,False,Complete
5e3147cb-b376-4e36-a13e-c196715b4b52,2012,1,2012-01-15,Monthly,National,Cả nước,,,Cultivation,Cây công nghiệp ngắn ngày,,,Raw,Area_Planted,130.2,1000_ha,Actual,None,,,,2013_01_Phuluc_01_2013_f_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,11,LLM_Extraction,0.9,Original text: 4. G.trồng cây công nghiệp ngắn ngày(),True,False,Complete
05b8e328-d4d6-45ec-b80d-d8f5bd32e267,2012,1,2012-01-15,Monthly,National,Cả nước,,,Cultivation,Khoai lang,,,Raw,Area_Planted,54.8,1000_ha,Actual,None,,,,2013_01_Phuluc_01_2013_f_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,10,LLM_Extraction,0.9,Original text: - Khoai lang,True,False,Complete
7fb2f762-81b5-4f47-81d2-c2a7cf707d47,2012,1,2012-01-15,Monthly,National,Cả nước,,,Cultivation,Lạc,,,Raw,Area_Planted,31.1,1000_ha,Actual,None,,,,2013_01_Phuluc_01_2013_f_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,13,LLM_Extraction,0.9,Original text: - Lạc,True,False,Complete
d51f53f3-b912-4f83-b9bf-ac21d602858e,2012,1,2012-01-15,Monthly,National,Cả nước,,,Cultivation,Màu lương thực,,,Raw,Area_Planted,266.3,1000_ha,Actual,None,,,,2013_01_Phuluc_01_2013_f_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,8,LLM_Extraction,0.9,Original text: 3. Gieo trồng màu lương thực(),True,False,Complete
5376c962-30d7-4c32-988d-2436ae20a91e,2012,1,2012-01-15,Monthly,National,Cả nước,,,Cultivation,Rau đậu,,,Raw,Area_Planted,276.3,1000_ha,Actual,None,,,,2013_01_Phuluc_01_2013_f_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,14,LLM_Extraction,0.9,"Original text: 5. Gieo trồng rau, đậu các loại()",True,False,Complete
cd2d3e13-106b-455a-b5da-874791e48aae,2012,1,2012-01-15,Seasonal,Regional,Miền Nam,,,Cultivation,Lúa,Mùa,,Raw,Area_Harvested,717.6,1000_ha,Actual,None,,,,2013_01_Phuluc_01_2013_f_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,6,LLM_Extraction,0.9,Original text: 2. Thu hoạch lúa mùa miền Nam,True,False,Complete
35970c57-eb20-481c-9ec4-f1a203b04e35,2012,2,2012-02-15,Seasonal,Provincial,Cả Nước,,,Cultivation,Lúa,Đông Xuân,,Raw,Area_Planted,2574.1,1000_ha,Actual,None,,,,2013_02_Phuluc_02_2013_f_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,2,LLM_Extraction,0.9,Original text: 1. Gieo cấy lúa đông xuân cả nước,False,False,Complete
ebed8a09-8f73-43c1-b5d5-41fbb7027902,2012,2,2012-02-15,Monthly,National,Cả nước,,,Cultivation,Cây công nghiệp ngắn ngày,,,Raw,Area_Planted,268.0,1000_ha,Actual,None,,,,2013_02_Phuluc_02_2013_f_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,14,LLM_Extraction,0.9,Original text: 4. Gieo trồng cây công nghiệp ngắn ngày(),True,False,Complete
30ce3c0f-5f34-46c8-9243-bf6a793c4a50,2012,2,2012-02-15,Monthly,National,Cả nước,,,Cultivation,Khoai lang,,,Raw,Area_Planted,59.7,1000_ha,Actual,None,,,,2013_02_Phuluc_02_2013_f_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,12,LLM_Extraction,0.9,Original text: - Khoai lang,True,False,Complete
