record_id,year,month,report_date,period_type,geo_level,location_name,region_id,region_name_vn,sector,commodity,sub_item,variety,processing_level,attribute,value,unit,data_type,comparison_type,comparison_value,base_period,base_value,source_file,appendix_number
c9fa9530-86e7-4b73-b41b-88dfdae6eb1d,2012,1,2012-01-15,Monthly,National,Cả nước,NATIONAL,Cả nước,Cultivation,Lúa,Đông Xuân,,,Area_Planted,1942.5,1000_ha,Actual,,,,,2012_01_Phuluc_01_2012_PL1.md,PL1
b672006b-a711-4d0d-874c-5b45eb2ebb3b,2012,1,2012-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Chia ra:  - Miền Bắc,,,,Area_Planted,73.7,1000_ha,Actual,,,,,2012_01_Phuluc_01_2012_PL1.md,PL1
2ceac7f4-9287-4f4f-a9d0-dcde1787ea47,2012,1,2012-01-15,Monthly,Regional,Miền Nam,SOUTH,Miền Nam,Cultivation,- Miền Nam,,,,Area_Planted,1868.8,1000_ha,Actual,,,,,2012_01_Phuluc_01_2012_PL1.md,PL1
47c977c6-937a-491f-9801-1fb49d2b62ef,2012,1,2012-01-15,Monthly,Regional,Đồng bằng sông Cửu Long,R8,Đồng bằng sông Cửu Long,Cultivation,Trong đó: Đồng bằng sông Cửu Long,,,,Area_Planted,1561.1,1000_ha,Actual,,,,,2012_01_Phuluc_01_2012_PL1.md,PL1
0371e80b-d855-4308-8cca-b07b78789de1,2012,1,2012-01-15,Monthly,National,Cả nước,NATIONAL,Cả nước,Cultivation,Lúa,Mùa,,,Area_Harvested,717.6,1000_ha,Actual,,,,,2012_01_Phuluc_01_2012_PL1.md,PL1
11999818-d3e0-412b-829b-86fdba9f1083,2012,1,2012-01-15,Monthly,Regional,Đồng bằng sông Cửu Long,R8,Đồng bằng sông Cửu Long,Cultivation,Trong đó: Đồng bằng sông Cửu Long,,,,Area_Planted,344.5,1000_ha,Actual,,,,,2012_01_Phuluc_01_2012_PL1.md,PL1
9842098b-7380-47ca-a7f3-5ab734101230,2012,1,2012-01-15,Monthly,National,Cả nước,NATIONAL,Cả nước,Cultivation,Màu lương thực,,,,Area_Planted,266.3,1000_ha,Actual,,,,,2012_01_Phuluc_01_2012_PL1.md,PL1
e4365424-50d9-407f-b99c-c71445f73272,2012,1,2012-01-15,Monthly,National,Cả nước,NATIONAL,Cả nước,Cultivation,Ngô,,,,Area_Planted,160.8,1000_ha,Actual,,,,,2012_01_Phuluc_01_2012_PL1.md,PL1
0b51076f-c62c-4eea-a7f4-7e85f10889ed,2012,1,2012-01-15,Monthly,National,Cả nước,NATIONAL,Cả nước,Cultivation,Khoai lang,,,,Area_Planted,54.8,1000_ha,Actual,,,,,2012_01_Phuluc_01_2012_PL1.md,PL1
bb9eb485-77e3-48db-a26d-53b53c972104,2012,1,2012-01-15,Monthly,National,Cả nước,NATIONAL,Cả nước,Cultivation,Cây công nghiệp ngắn ngày,,,,Area_Planted,130.2,1000_ha,Actual,,,,,2012_01_Phuluc_01_2012_PL1.md,PL1
8cb77475-98b9-4657-a856-7cffc5ccd068,2012,1,2012-01-15,Monthly,National,Cả nước,NATIONAL,Cả nước,Cultivation,Đậu tương,,,,Area_Planted,65.1,1000_ha,Actual,,,,,2012_01_Phuluc_01_2012_PL1.md,PL1
af033223-08c7-4045-a728-a818469a9100,2012,1,2012-01-15,Monthly,National,Cả nước,NATIONAL,Cả nước,Cultivation,Lạc,,,,Area_Planted,31.1,1000_ha,Actual,,,,,2012_01_Phuluc_01_2012_PL1.md,PL1
7f3febc9-ee81-462a-9ef6-1ae7a7d5a056,2012,1,2012-01-15,Monthly,National,Cả nước,NATIONAL,Cả nước,Cultivation,Rau đậu các loại,,,,Area_Planted,276.3,1000_ha,Actual,,,,,2012_01_Phuluc_01_2012_PL1.md,PL1
5601a347-0124-4db4-acd5-4ff54f9bd7ce,2012,1,2012-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Lúa,Đông Xuân,,,Area_Planted,73708.2,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
4a0aa2cf-c65d-4511-993e-100418f41ec2,2012,1,2012-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Màu lương thực,Tổng số,,,Area_Planted,199445.0,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
268d128b-de71-4b5c-a1d2-da3240906d82,2012,1,2012-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Ngô,,,,Area_Planted,125313.0,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
e7cc6a92-7649-46c6-86af-42a94e2da6bd,2012,1,2012-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Khoai lang,,,,Area_Planted,47759.0,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
d137215b-63e3-4a7f-90e7-2b9a69ee6012,2012,1,2012-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Sắn,,,,Area_Planted,20450.0,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
2c0dcd5c-9612-4364-ad69-1eac5a5867f5,2012,1,2012-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Cây khác,,,,Area_Planted,5923.0,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
29a4ab4f-62bc-46d9-a8f2-c76b3c8db57e,2012,1,2012-01-15,Monthly,Regional,Đồng bằng sông Hồng,R1,Đồng bằng sông Hồng,Cultivation,Lúa,Đông Xuân,,,Area_Planted,4172.2,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
bd75cf30-1531-457c-b50a-e65982e7fd51,2012,1,2012-01-15,Monthly,Regional,Đồng bằng sông Hồng,R1,Đồng bằng sông Hồng,Cultivation,Màu lương thực,Tổng số,,,Area_Planted,69489.0,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
dac5782e-faa8-4a77-8561-68a6738a1f5c,2012,1,2012-01-15,Monthly,Regional,Đồng bằng sông Hồng,R1,Đồng bằng sông Hồng,Cultivation,Ngô,,,,Area_Planted,51183.0,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
e00416f5-69f1-40a5-bffe-0fb2a8092133,2012,1,2012-01-15,Monthly,Regional,Đồng bằng sông Hồng,R1,Đồng bằng sông Hồng,Cultivation,Khoai lang,,,,Area_Planted,16168.0,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
455b7a0d-9ad9-46dc-b15c-9af3249ea722,2012,1,2012-01-15,Monthly,Regional,Đồng bằng sông Hồng,R1,Đồng bằng sông Hồng,Cultivation,Sắn,,,,Area_Planted,50.0,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
f622f531-ee5a-4369-857e-d7835987c172,2012,1,2012-01-15,Monthly,Regional,Đồng bằng sông Hồng,R1,Đồng bằng sông Hồng,Cultivation,Cây khác,,,,Area_Planted,2088.0,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
e76460de-9213-431a-84b7-309ad4b13c1b,2012,1,2012-01-15,Monthly,Provincial,Hà Nội,R1,Đồng bằng sông Hồng,Cultivation,Lúa,Đông Xuân,,,Area_Planted,160.0,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
08e051f5-5260-47db-801e-d8869304c525,2012,1,2012-01-15,Monthly,Provincial,Hà Nội,R1,Đồng bằng sông Hồng,Cultivation,Màu lương thực,Tổng số,,,Area_Planted,15000.0,ha,Actual,,,,,2012_01_Phuluc_01_2012_PL2.md,PL2
