record_id,year,month,report_date,period_type,geo_level,location_name,region_id,region_name_vn,sector,commodity,sub_item,variety,processing_level,attribute,value,unit,data_type,comparison_type,comparison_value,base_period,base_value,source_file,appendix_number,appendix_title,table_index,row_number,extraction_method,extraction_confidence,notes,is_aggregated,has_missing_values,data_status
3a2520b1-abc1-4762-a653-81c150a7b5bb,2009,1,2009-01-15,Seasonal,Provincial,Cả Nước,,,Cultivation,Lúa,Đông Xuân,,Raw,Area_Planted,1822.7,1000_ha,Actual,None,,,,2010_01_PhuLuc_T01_2010_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,2,LLM_Extraction,0.9,Original text: 1. Gieo cấy lúa đông xuân cả nước,False,False,Complete
4e1e46f2-5674-42c2-81aa-d37cc7f1a07e,2009,1,2009-01-15,Monthly,National,Cả nước,,,Cultivation,Cây công nghiệp ngắn ngày,,,Raw,Area_Planted,104.7,1000_ha,Actual,None,,,,2010_01_PhuLuc_T01_2010_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,11,LLM_Extraction,0.9,Original text: 4. Gieo trồng cây công nghiệp ngắn ngày(),True,False,Complete
60d54d9a-6e83-496c-b52a-51a6e6517966,2009,1,2009-01-15,Monthly,National,Cả nước,,,Cultivation,Khoai lang,,,Raw,Area_Planted,57.8,1000_ha,Actual,None,,,,2010_01_PhuLuc_T01_2010_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,10,LLM_Extraction,0.9,Original text: - Khoai lang,True,False,Complete
21feb731-5078-4051-91b2-55fed8d49e40,2009,1,2009-01-15,Monthly,National,Cả nước,,,Cultivation,Lạc,,,Raw,Area_Planted,28.5,1000_ha,Actual,None,,,,2010_01_PhuLuc_T01_2010_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,13,LLM_Extraction,0.9,Original text: - Lạc,True,False,Complete
340650c4-45ab-447a-bd04-3d24e6d2b04b,2009,1,2009-01-15,Monthly,National,Cả nước,,,Cultivation,Màu lương thực,,,Raw,Area_Planted,282.4,1000_ha,Actual,None,,,,2010_01_PhuLuc_T01_2010_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,8,LLM_Extraction,0.9,Original text: 3. Gieo trồng màu lương thực(),True,False,Complete
af628a54-582b-489b-9a9b-4c299c817a38,2009,1,2009-01-15,Monthly,National,Cả nước,,,Cultivation,Rau đậu,,,Raw,Area_Planted,210.5,1000_ha,Actual,None,,,,2010_01_PhuLuc_T01_2010_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,14,LLM_Extraction,0.9,"Original text: 5. Gieo trồng rau, đậu các loại()",True,False,Complete
a03d3d6c-c03f-4863-b906-af2aa095672e,2009,1,2009-01-15,Seasonal,Regional,Miền Nam,,,Cultivation,Lúa,Mùa,,Raw,Area_Harvested,680.3,1000_ha,Actual,None,,,,2010_01_PhuLuc_T01_2010_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,6,LLM_Extraction,0.9,Original text: 2. Thu hoạch lúa mùa miền Nam,True,False,Complete
8db8a198-9071-489d-8a0c-c5943bb0aaff,2009,2,2009-02-15,Seasonal,Provincial,Cả Nước,,,Cultivation,Lúa,Đông Xuân,,Raw,Area_Planted,2773.9,1000_ha,Actual,None,,,,2010_02_PhuLuc_T02_2010_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,2,LLM_Extraction,0.9,Original text: 1. Gieo cấy lúa đông xuân cả nước1000ha,False,False,Complete
d4aedaab-3d86-4be5-a7ae-3e35f68ff51a,2009,2,2009-02-15,Monthly,National,Cả nước,,,Cultivation,Cây công nghiệp ngắn ngày,,,Raw,Area_Planted,233.4,1000_ha,Actual,None,,,,2010_02_PhuLuc_T02_2010_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,14,LLM_Extraction,0.9,Original text: 4. Gieo trồng cây công nghiệp ngắn ngày() 1000ha,True,False,Complete
b79fb3bb-0f72-4c97-81e7-f9b3316ffe40,2009,2,2009-02-15,Monthly,National,Cả nước,,,Cultivation,Khoai lang,,,Raw,Area_Planted,65.2,1000_ha,Actual,None,,,,2010_02_PhuLuc_T02_2010_PL1.md,PL1,TỔNG HỢP KẾT QUẢ SẢN XUẤT NÔNG NGHIỆP,1,12,LLM_Extraction,0.9,"Original text: - Khoai lang""",True,False,Complete
