record_id,year,month,report_date,period_type,geo_level,location_name,region_id,region_name_vn,sector,commodity,sub_item,variety,processing_level,attribute,value,unit,data_type,comparison_type,comparison_value,base_period,base_value,source_file,appendix_number
b3615fda-5186-4255-b68b-321a2a630743,2011,1,2011-01-15,Monthly,National,Cả nước,NATIONAL,Cả nước,Cultivation,Lúa,Đông Xuân,,,Area_Planted,1947.6,1000_ha,Actual,YoY,103.5,,,2011_01_Phuluc_01_2011_PL1.md,PL1
14637331-3129-49be-be6f-7ca3ccd3dcc6,2011,1,2011-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Lúa,Đông Xuân,,,Area_Planted,86.6,1000_ha,Actual,YoY,117.1,,,2011_01_Phuluc_01_2011_PL1.md,PL1
42780e3a-fa65-4f14-9860-a9aedb857729,2011,1,2011-01-15,Monthly,Regional,Miền Nam,SOUTH,Miền Nam,Cultivation,Lúa,Đông Xuân,,,Area_Planted,1861.0,1000_ha,Actual,YoY,103.0,,,2011_01_Phuluc_01_2011_PL1.md,PL1
2cbe66d2-fc90-4499-aa9b-8d349c8a8c19,2011,1,2011-01-15,Monthly,Regional,Đồng bằng sông Cửu Long,R8,Đồng bằng sông Cửu Long,Cultivation,Lúa,Đông Xuân,,,Area_Planted,1535.4,1000_ha,Actual,YoY,102.7,,,2011_01_Phuluc_01_2011_PL1.md,PL1
1e655253-c746-4863-a71c-4ab5129ca445,2011,1,2011-01-15,Monthly,Regional,Miền Nam,SOUTH,Miền Nam,Cultivation,Lúa,Mùa,,,Area_Harvested,604.9,1000_ha,Actual,YoY,93.5,,,2011_01_Phuluc_01_2011_PL1.md,PL1
183a2088-6683-4433-a6e1-377c7800aab6,2011,1,2011-01-15,Monthly,Regional,Đồng bằng sông Cửu Long,R8,Đồng bằng sông Cửu Long,Cultivation,Lúa,Đông Xuân,,,Area_Planted,208.1,1000_ha,Actual,YoY,78.4,,,2011_01_Phuluc_01_2011_PL1.md,PL1
e0eaf3ab-e919-45dd-91bf-3a206e5d701d,2011,1,2011-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Màu lương thực,,,,Area_Planted,264.7,1000_ha,Actual,YoY,88.8,,,2011_01_Phuluc_01_2011_PL1.md,PL1
3c6a3007-651e-4524-b064-b886e0b5a324,2011,1,2011-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Ngô,,,,Area_Planted,186.6,1000_ha,Actual,YoY,90.5,,,2011_01_Phuluc_01_2011_PL1.md,PL1
e43912cb-35f5-4c94-a7f6-32516efa1cd0,2011,1,2011-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Khoai lang,,,,Area_Planted,55.7,1000_ha,Actual,YoY,80.2,,,2011_01_Phuluc_01_2011_PL1.md,PL1
af230ba8-44f8-40cd-8704-1c7453c46dd5,2011,1,2011-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Cây công nghiệp ngắn ngày,,,,Area_Planted,132.9,1000_ha,Actual,YoY,104.5,,,2011_01_Phuluc_01_2011_PL1.md,PL1
0110ee89-ad08-410a-92c0-0c173f0b70ff,2011,1,2011-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Đậu tương,,,,Area_Planted,84.7,1000_ha,Actual,YoY,109.8,,,2011_01_Phuluc_01_2011_PL1.md,PL1
b4497b06-849d-4576-bbf1-9946322578c0,2011,1,2011-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Lạc,,,,Area_Planted,28.4,1000_ha,Actual,YoY,93.9,,,2011_01_Phuluc_01_2011_PL1.md,PL1
a7cae7ad-9ff6-4dd9-af0f-cb383c78ced0,2011,1,2011-01-15,Monthly,Regional,Miền Bắc,NORTH,Miền Bắc,Cultivation,Rau đậu các loại,,,,Area_Planted,253.6,1000_ha,Actual,YoY,111.9,,,2011_01_Phuluc_01_2011_PL1.md,PL1
