record_id,year,month,location_name,geo_level,sector,commodity,sub_item,attribute,value,unit,data_type,appendix_number
dc7e76cfc9aca67b,2012,3,1. Gieo cấy lúa đông xuân cả nước,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,30675.0,1000_ha,Actual,PL1
2c4971f5e4d577b9,2013,3,1. Gieo cấy lúa đông xuân cả nước,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,31034.0,1000_ha,Actual,PL1
3e5c72c2958ce96c,2012,3,+ Bắc Trung bộ,Provincial,Cultivation,Unknown,,Area_Planted,3433.0,1000_ha,Actual,PL1
ee2ff6939b3fc0e9,2013,3,+ Bắc Trung bộ,Provincial,Cultivation,Unknown,,Area_Planted,3452.0,1000_ha,Actual,PL1
099d48ab789a0ead,2012,3,- Miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,19485.0,1000_ha,Actual,PL1
3dc0cd36dea3e542,2013,3,- Miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,19834.0,1000_ha,Actual,PL1
db0118718c3c600c,2012,3,2. Thu hoạch lúa đông xuân miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,8354.0,1000_ha,Actual,PL1
95ae6589ba9d19ef,2013,3,2. Thu hoạch lúa đông xuân miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,13827.0,1000_ha,Actual,PL1
54dde45f2c57c38a,2012,3,3. Gieo cấy lúa hè thu ở ĐBSCL,Provincial,Cultivation,Unknown,,Area_Planted,2142.0,1000_ha,Actual,PL1
97880966a0c12e15,2013,3,3. Gieo cấy lúa hè thu ở ĐBSCL,Provincial,Cultivation,Unknown,,Area_Planted,3570.0,1000_ha,Actual,PL1
a6d24220ae773d63,2012,3,4. Gieo trồng màu lương thực(*),Provincial,Cultivation,Màu lương thực,,Area_Planted,5357.0,1000_ha,Actual,PL1
7efac9edb35f6814,2013,3,4. Gieo trồng màu lương thực(*),Provincial,Cultivation,Màu lương thực,,Area_Planted,5490.0,1000_ha,Actual,PL1
9f703847491a0520,2012,3,- Khoai lang,Provincial,Cultivation,Khoai lang,,Area_Planted,753.0,1000_ha,Actual,PL1
c75c825f20d941f0,2013,3,- Khoai lang,Provincial,Cultivation,Khoai lang,,Area_Planted,784.0,1000_ha,Actual,PL1
79d51b8ed9fecf62,2012,3,- Sắn,Provincial,Cultivation,Sắn,,Area_Planted,1202.0,1000_ha,Actual,PL1
5dda16694ff2d260,2013,3,- Sắn,Provincial,Cultivation,Sắn,,Area_Planted,1014.0,1000_ha,Actual,PL1
