record_id,year,month,location_name,geo_level,sector,commodity,sub_item,attribute,value,unit,data_type,appendix_number
75efdafe-83b6-4b82-b4f3-ae28365873ed,2011,2,Cả Nước,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,2580.7,1000_ha,Actual,PL1
df4e980e-c88b-48f3-b17d-3a1711bb4750,2012,2,Cả Nước,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,2574.1,1000_ha,Actual,PL1
10ede0ef-0790-44c0-a2cb-6374d7186803,2011,2,Miền Nam,Regional,Cultivation,Lúa,Đông Xuân,Area_Harvested,377.1,1000_ha,Actual,PL1
2e4e9212-d1a7-4f0b-bf32-e72e49ac07e4,2012,2,Miền Nam,Regional,Cultivation,Lúa,Đông Xuân,Area_Harvested,478.4,1000_ha,Actual,PL1
e244c885-6b0f-4a30-b9c6-b905ad41fbb1,2011,2,Cả nước,National,Cultivation,Màu lương thực,,Area_Planted,414.7,1000_ha,Actual,PL1
9c7f5451-2941-44ef-8c16-fd96a8f1bb73,2012,2,Cả nước,National,Cultivation,Màu lương thực,,Area_Planted,362.1,1000_ha,Actual,PL1
25eddd18-c4a2-426c-b9ec-66d4208ed44e,2011,2,Cả nước,National,Cultivation,Khoai lang,,Area_Planted,63.8,1000_ha,Actual,PL1
233ee0eb-93f6-4ae9-8b36-8cca010c1b88,2012,2,Cả nước,National,Cultivation,Khoai lang,,Area_Planted,59.7,1000_ha,Actual,PL1
d5266038-2d84-412f-88a7-36dd39bff126,2011,2,Cả nước,National,Cultivation,Sắn,,Area_Planted,97.2,1000_ha,Actual,PL1
5355d189-b7da-4138-8ed3-5539e644fb68,2012,2,Cả nước,National,Cultivation,Sắn,,Area_Planted,66.4,1000_ha,Actual,PL1
7333e568-e576-488d-b596-cf4cd4ad43b1,2011,2,Cả nước,National,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,263.7,1000_ha,Actual,PL1
acbc9374-3727-4dc8-84db-4b8b53b39f7a,2012,2,Cả nước,National,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,268.0,1000_ha,Actual,PL1
fa68bc88-c656-464b-a257-da365e2fbbf9,2011,2,Cả nước,National,Cultivation,Lạc,,Area_Planted,95.1,1000_ha,Actual,PL1
3392e3e7-d4fb-43c8-b2a4-c5a6556f436c,2012,2,Cả nước,National,Cultivation,Lạc,,Area_Planted,105.4,1000_ha,Actual,PL1
5149a8e5-80d0-4fd6-bcf2-79e726c25332,2011,2,Cả nước,National,Cultivation,Rau đậu,,Area_Planted,320.0,1000_ha,Actual,PL1
9de16cc3-9607-477d-bc8d-cd99331d0f9a,2012,2,Cả nước,National,Cultivation,Rau đậu,,Area_Planted,348.4,1000_ha,Actual,PL1
a7e3c2f6-c242-407d-af7d-11d5b70d2b9e,2012,2,Miền Bắc,Regional,Cultivation,Lúa,,Area_Planted,686469.0,ha,Actual,PL2
b2b8dcc4-40b1-4628-97e7-6fb9656f0462,2012,2,Miền Bắc,Regional,Cultivation,Lúa,,Area_Planted,258262.0,ha,Actual,PL2
b1554811-72bb-42e4-bc62-98f8ef02678e,2012,2,Miền Bắc,Regional,Cultivation,Ngô,,Area_Planted,170296.0,ha,Actual,PL2
ed908287-5f57-4460-bb8d-165284a65f64,2012,2,Miền Bắc,Regional,Cultivation,Khoai lang,,Area_Planted,49631.0,ha,Actual,PL2
ea1a0fe7-98da-4ea0-a8ee-6c896d6f8a42,2012,2,Miền Bắc,Regional,Cultivation,Sắn,,Area_Planted,30673.0,ha,Actual,PL2
643bf297-acfb-4ac2-bec5-ca46215260de,2012,2,Miền Bắc,Regional,Cultivation,Lúa,,Area_Planted,7662.0,ha,Actual,PL2
f97b43a5-f438-4377-87a7-1bbb988622f3,2012,2,ĐB sông Hồng,Provincial,Cultivation,Lúa,,Area_Planted,240287.0,ha,Actual,PL2
9ea9c519-b5b6-4ad8-a212-2267af556d13,2012,2,ĐB sông Hồng,Provincial,Cultivation,Lúa,,Area_Planted,74546.0,ha,Actual,PL2
59c935b8-6690-4dbe-b643-f515f0bd6962,2012,2,ĐB sông Hồng,Provincial,Cultivation,Ngô,,Area_Planted,55350.0,ha,Actual,PL2
a3c50ea1-f5e4-4347-83e7-0f8e8fe408f1,2012,2,ĐB sông Hồng,Provincial,Cultivation,Khoai lang,,Area_Planted,16307.0,ha,Actual,PL2
29b3d426-4a9b-44c5-8f37-91c5f9adf3e6,2012,2,ĐB sông Hồng,Provincial,Cultivation,Sắn,,Area_Planted,801.0,ha,Actual,PL2
e1aea9bb-10e2-47cc-a006-816084543f5f,2012,2,ĐB sông Hồng,Provincial,Cultivation,Lúa,,Area_Planted,2088.0,ha,Actual,PL2
d877ceca-43df-4e24-9e74-59481cc62ccc,2012,2,Hà Nội,Provincial,Cultivation,Lúa,,Area_Planted,48019.0,ha,Actual,PL2
120bea4a-4cb9-460b-82cd-003ba769efd7,2012,2,Hà Nội,Provincial,Cultivation,Lúa,,Area_Planted,15000.0,ha,Actual,PL2
efaed5ff-dc82-4be5-9f13-8d0f145a512a,2012,2,Hà Nội,Provincial,Cultivation,Ngô,,Area_Planted,11900.0,ha,Actual,PL2
6577e0ed-43fb-489e-bbd0-f187c154391e,2012,2,Hà Nội,Provincial,Cultivation,Khoai lang,,Area_Planted,3100.0,ha,Actual,PL2
72274e46-fd7f-4a4f-9445-aa5fecf19032,2012,2,Hải Phòng,Provincial,Cultivation,Lúa,,Area_Planted,34384.0,ha,Actual,PL2
500303b5-47bc-48d7-867d-6143ef7d6bcb,2012,2,Hải Phòng,Provincial,Cultivation,Lúa,,Area_Planted,3400.0,ha,Actual,PL2
2815e865-a9b1-4db5-a025-a4fb6daf1348,2012,2,Hải Phòng,Provincial,Cultivation,Ngô,,Area_Planted,2000.0,ha,Actual,PL2
a653e973-398b-42b2-a0a6-6721485af47c,2012,2,Hải Phòng,Provincial,Cultivation,Khoai lang,,Area_Planted,1400.0,ha,Actual,PL2
db58ae50-2590-461e-839a-f5679ec80a32,2012,2,Vĩnh Phúc,Provincial,Cultivation,Lúa,,Area_Planted,29866.0,ha,Actual,PL2
17ddf3c4-e86a-407e-ac97-2a2d1bab0472,2012,2,Vĩnh Phúc,Provincial,Cultivation,Lúa,,Area_Planted,13425.0,ha,Actual,PL2
25bb2209-675b-48c4-943d-ce71a0a3a972,2012,2,Vĩnh Phúc,Provincial,Cultivation,Ngô,,Area_Planted,10931.0,ha,Actual,PL2
34a65249-1b30-4184-8a66-49f09990186c,2012,2,Vĩnh Phúc,Provincial,Cultivation,Khoai lang,,Area_Planted,2084.0,ha,Actual,PL2
87042b2d-e968-4cc2-a550-4074d3c171d7,2012,2,Vĩnh Phúc,Provincial,Cultivation,Sắn,,Area_Planted,251.0,ha,Actual,PL2
8e74d4de-7283-4de0-b274-115fe2fab86d,2012,2,Vĩnh Phúc,Provincial,Cultivation,Lúa,,Area_Planted,159.0,ha,Actual,PL2
19418b78-ef07-430e-b45b-fb8d2dfdda28,2012,2,Bắc Ninh,Provincial,Cultivation,Lúa,,Area_Planted,2911.0,ha,Actual,PL2
4c99dc9d-17ad-4bd9-ae54-d4d3b55b84cb,2012,2,Bắc Ninh,Provincial,Cultivation,Lúa,,Area_Planted,2925.0,ha,Actual,PL2
7e695ef4-7a1d-4c07-9e02-215368d0d05a,2012,2,Bắc Ninh,Provincial,Cultivation,Ngô,,Area_Planted,2290.0,ha,Actual,PL2
a26f7f96-32b1-4dae-8bc4-4ceb7038fe86,2012,2,Bắc Ninh,Provincial,Cultivation,Khoai lang,,Area_Planted,635.0,ha,Actual,PL2
2f1e7520-e635-47bf-a759-e6e52c4b03a5,2012,2,Hải Dương,Provincial,Cultivation,Lúa,,Area_Planted,43423.0,ha,Actual,PL2
760444e3-7f36-40dd-bfb3-9fac97ceb0c5,2012,2,Hải Dương,Provincial,Cultivation,Lúa,,Area_Planted,3638.0,ha,Actual,PL2
9de5a46c-86c1-4cb0-99be-cc356fe01795,2012,2,Hải Dương,Provincial,Cultivation,Ngô,,Area_Planted,3533.0,ha,Actual,PL2
bfdcf21e-3912-4a21-9abd-7b5bda463244,2012,2,Hải Dương,Provincial,Cultivation,Khoai lang,,Area_Planted,105.0,ha,Actual,PL2
d95cdc85-dd8b-4895-abd3-302281fb28fd,2012,2,Hưng Yên,Provincial,Cultivation,Lúa,,Area_Planted,19446.0,ha,Actual,PL2
c16d96e1-4d2f-4981-b45e-ad730387a0b2,2012,2,Hưng Yên,Provincial,Cultivation,Lúa,,Area_Planted,7100.0,ha,Actual,PL2
ece03ea5-0ce0-4fb9-a41f-50720b53310a,2012,2,Hưng Yên,Provincial,Cultivation,Ngô,,Area_Planted,6486.0,ha,Actual,PL2
d62c13f4-be9d-40dc-ac11-843f818eefe6,2012,2,Hưng Yên,Provincial,Cultivation,Khoai lang,,Area_Planted,614.0,ha,Actual,PL2
