record_id,year,month,location_name,geo_level,sector,commodity,sub_item,attribute,value,unit,data_type,appendix_number
6b49e51bf10ca0dc,2012,12,TỔNG SỐ,Provincial,Cultivation,Unknown,,Area_Planted,7783236.0,1000_ha,Actual,PL1
81a44a9b0e3cb015,2013,12,TỔNG SỐ,Provincial,Cultivation,Unknown,,Area_Planted,8012569.0,1000_ha,Actual,PL1
41cacf8d091eac5f,2012,12,Nông nghiệp,Provincial,Cultivation,Unknown,,Area_Planted,5877927.0,1000_ha,Actual,PL1
8b854c0c4eec9a14,2013,12,Nông nghiệp,Provincial,Cultivation,Unknown,,Area_Planted,6022959.0,1000_ha,Actual,PL1
1876b75429fc0b36,2012,12,Lâm nghiệp,Provincial,Cultivation,Unknown,,Area_Planted,211360.0,1000_ha,Actual,PL1
3d1c825b8160bd86,2013,12,Lâm nghiệp,Provincial,Cultivation,Unknown,,Area_Planted,224130.0,1000_ha,Actual,PL1
696c19cc5db4bc0a,2012,12,Thủy sản,Provincial,Cultivation,Unknown,,Area_Planted,1693949.0,1000_ha,Actual,PL1
86bdc051149b83a7,2013,12,Thủy sản,Provincial,Cultivation,Unknown,,Area_Planted,1765480.0,1000_ha,Actual,PL1
8665696aa2908c25,2013,11,VỐN NGÂN SÁCH NHÀ NƯỚC,International,Trade,TỔNG CỘNG : ( = A + B ),Xuất khẩu,Export_Volume,2013000.0,ton,Actual,PL11
eaadaba18dbc7fd4,2013,11,VỐN NGÂN SÁCH NHÀ NƯỚC,International,Trade,TỔNG CỘNG : ( = A + B ),Xuất khẩu,Export_Value,857632.0,1000_USD,Actual,PL11
546d0ae4c442e3c8,2013,11,Vốn thực hiện dự án,International,Trade,TỔNG CỘNG : ( = A + B ),Xuất khẩu,Export_Volume,2013000.0,ton,Actual,PL11
81c902817bff83b8,2013,11,Vốn thực hiện dự án,International,Trade,TỔNG CỘNG : ( = A + B ),Xuất khẩu,Export_Value,840464.0,1000_USD,Actual,PL11
30b028c259503c7d,2013,11,Thủy lợi,International,Trade,TỔNG CỘNG : ( = A + B ),Xuất khẩu,Export_Volume,1213000.0,ton,Actual,PL11
